timestamp,host,value
1493356230,h01,0.95
1493356231,s01,0.03
1493356240,h01,0.96
1493356240,h03,1.15
1493356240,h02,3.25
1493356241,s01,0.02
1493356250,h02,3.05
1493356250,h03,1.12
1493356250,h01,1.45
1493356251,s01,0.02
1493356260,h01,1.45
1493356260,h03,0.95
1493356260,h02,3.13
1493356261,s01,0.02
1493356270,h02,2.65
1493356270,h03,0.8
1493356270,h01,1.23
1493356271,s01,0.01
1493356280,h01,1.76
1493356280,h03,0.83
1493356280,h02,3.27
1493356281,s01,0.09
1493356290,h02,5.54
1493356290,h03,0.77
1493356290,h01,1.64
1493356291,s01,0.08
1493356300,h01,1.38
1493356300,h03,0.65
1493356300,h02,5.87
1493356301,s01,0.06
1493356310,h02,6.21
1493356310,h03,0.63
1493356310,h01,1.41
1493356311,s01,0.05
1493356320,h01,1.27
1493356320,h03,0.53
1493356320,h02,6.24
1493356321,s01,0.04
1493356330,h02,5.98
1493356330,h03,0.52
1493356330,h01,1.08
1493356331,s01,0.04
1493356340,h01,0.91
1493356340,h03,0.44
1493356340,h02,5.44
1493356341,s01,0.03
1493356350,h02,5.29
1493356350,h03,0.53
1493356350,h01,0.77
1493356351,s01,0.03
1493356360,h01,0.65
1493356360,h03,0.45
1493356360,h02,5.01
1493356361,s01,0.02
1493356370,h02,4.78
1493356370,h03,0.38
1493356370,h01,0.55
1493356371,s01,0.02
1493356380,h01,0.55
1493356380,h03,0.32
1493356380,h02,4.66
1493356381,s01,0.01
1493356390,h02,4.56
1493356390,h03,0.27
1493356390,h01,0.54
1493356391,s01,0.01
1493356400,h01,0.45
1493356400,h03,0.31
1493356400,h02,4.32
1493356401,s01,0.01
1493356410,h02,4.43
1493356410,h03,0.34
1493356410,h01,0.38
1493356411,s01,0.01
1493356420,h01,0.32
1493356420,h03,0.29
1493356420,h02,4.36
1493356421,s01,0.01
1493356430,h02,4.39
1493356430,h03,0.32
1493356430,h01,0.35
1493356431,s01,0
1493356440,h01,0.3
1493356440,h03,0.35
1493356440,h02,4.17
1493356441,s01,0
1493356450,h02,4.07
1493356450,h03,0.52
1493356450,h01,0.41
1493356451,s01,0
1493356460,h01,0.58
1493356460,h03,0.68
1493356460,h02,4.07
1493356461,s01,0
1493356470,h02,4.13
1493356470,h03,0.73
1493356470,h01,0.64
1493356471,s01,0
1493356480,h01,0.7
1493356480,h03,0.77
1493356480,h02,4.42
1493356481,s01,0
1493356490,h02,4.59
1493356490,h03,0.81
1493356490,h01,0.75
1493356491,s01,0
1493356500,h01,0.86
1493356500,h03,0.92
1493356500,h02,4.78
1493356501,s01,0
1493356510,h02,4.97
1493356510,h03,0.93
1493356510,h01,1.03
1493356511,s01,0
1493356520,h01,1.03
1493356520,h03,0.94
1493356520,h02,4.9
1493356521,s01,0
1493356530,h02,5.06
1493356530,h03,1.02
1493356530,h01,1.02
